time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
364.989383,503.043,56.6795,501.269,14.19,7095342266,63386.61954,0.006871472,0.060026579,7295282224,94095.24447,0.010135937,0.066312137,7848824025,46354.76337,0.008760364,0.063009923,8029478598,64084.49789,0.028477165,0.049819844
370.212418,503.059,56.8426,501.345,14.3019,7095342286,63462.22387,0.006287611,0.059851188,7295282073,93937.07379,0.009882878,0.066327754,7848824919,46817.47721,0.009057972,0.063001505,8029477310,63953.09095,0.021888661,0.049812731
375.444232,503.058,57.0034,501.374,14.4102,7095342107,63399.20446,0.006305714,0.059860563,7295281961,94041.74308,0.010109988,0.066246958,7848824180,46782.60765,0.007653488,0.062954771,8029477229,64048.10157,0.02458142,0.049784817
380.657248,503.096,57.1664,501.347,14.5182,7095341987,63057.06481,0.006928068,0.059938317,7295281883,93974.79192,0.010250407,0.06614433,7848824042,46963.58542,0.00980497,0.063022712,8029477220,63663.17318,0.023906417,0.04979907
385.87852,503.075,57.3227,501.231,14.6257,7095341701,63463.05966,0.00634105,0.05980852,7295281739,94068.29562,0.009698548,0.066217631,7848824760,47312.65153,0.006377826,0.062944979,8029477346,64663.48091,0.022599497,0.04974817
391.090041,503.091,57.4861,501.201,14.732,7095341991,62958.14045,0.007273628,0.059844685,7295281553,93855.96218,0.009604423,0.06618552,7848823900,46644.90019,0.009290388,0.062869773,8029478532,63063.78155,0.023232228,0.049749111
396.292057,503.018,57.6441,501.091,14.837,7095342127,63365.30171,0.006886046,0.059812676,7295281455,93671.12081,0.009315407,0.066153345,7848825442,46518.57216,0.006043563,0.062836936,8029477137,64078.1878,0.023979427,0.04971422
401.504889,502.928,57.8015,500.991,14.9427,7095341710,62995.09018,0.00721958,0.059814482,7295281341,93686.2482,0.009632352,0.066178914,7848824830,46145.20953,0.00741927,0.062765415,8029477196,64826.34084,0.026459437,0.049690243
406.72722,502.835,57.9564,500.864,15.0539,7095341247,63039.76175,0.006665353,0.059772515,7295281220,93840.09795,0.00984946,0.066090356,7848824061,46548.76728,0.009209256,0.06281597,8029476688,63262.44499,0.02146482,0.049707594
411.939463,502.799,58.1129,500.842,15.165,7095341621,63195.91003,0.007350101,0.059708083,7295281067,93616.17231,0.009954613,0.066067909,7848824566,46940.82574,0.007542439,0.062736422,8029477151,62960.84823,0.02252234,0.049646552
417.161523,502.715,58.3185,500.772,15.2681,7095340913,63179.41736,0.006340612,0.059642494,7295280636,93688.78852,0.010335489,0.065982385,7848823864,46779.4146,0.009737749,0.06271891,8029475779,63668.00606,0.02478052,0.049652324
422.382909,502.708,58.4688,500.778,15.3574,7095340908,62798.69586,0.007293528,0.059715041,7295280779,93788.26141,0.010070621,0.066008915,7848823031,46886.56863,0.009037568,0.062732336,8029476405,63256.6286,0.021672556,0.049625728
427.565038,502.693,58.6216,500.778,15.4695,7095341287,63354.98414,0.007113234,0.059685319,7295280518,93686.79671,0.009150838,0.066004213,7848822965,46661.90867,0.009117765,0.06270452,8029477098,62977.12326,0.028264191,0.049617805
